סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
540 ,ריחאניה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,1291 ,112 ,240 ,536 ,152 ,111 ,140
541 ,ג'סר א-זרקא ,32 ,חדרה ,32 ,חדרה ,0 , ,15405 ,1834 ,4428 ,6466 ,1412 ,763 ,502
542 ,ריינה ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,17063 ,1540 ,3926 ,7214 ,1922 ,1361 ,1100
543 ,ראמה ,24 ,עכו ,24 ,עכו ,0 , ,8751 ,655 ,1672 ,3553 ,1029 ,784 ,1058
546 ,עין אל-אסד ,24 ,עכו ,21 ,צפת ,2 ,מרום הגליל ,934 ,62 ,221 ,388 ,115 ,75 ,73
547 ,טמרה )יזרעאל( ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1658 ,159 ,427 ,723 ,165 ,93 ,91
549 ,גנות הדר ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1012 ,48 ,247 ,327 ,161 ,109 ,120
553 ,ניר בנים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,814 ,50 ,173 ,274 ,113 ,97 ,107
555 ,שדמה ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,515 ,28 ,105 ,176 ,73 ,54 ,79
559 ,בוסתן הגליל ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1092 ,101 ,266 ,402 ,118 ,82 ,123
562 ,בית אלעזרי ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,1605 ,127 ,422 ,511 ,222 ,110 ,213
563 ,משמר דוד ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1199 ,145 ,445 ,354 ,152 ,44 ,59
564 ,רבדים ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,945 ,57 ,253 ,278 ,140 ,87 ,130
565 ,אזור ,53 ,חולון ,53 ,חולון ,0 , ,13740 ,1218 ,2463 ,4813 ,1588 ,1240 ,2418
566 ,גבעת שמש ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,12 ,1 ,0 ,5 ,0 ,0 ,6
567 ,צרעה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1214 ,75 ,176 ,352 ,190 ,101 ,320
570 ,מעונה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,956 ,72 ,224 ,333 ,130 ,88 ,109
571 ,בית גמליאל ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,1150 ,98 ,291 ,381 ,140 ,84 ,156
572 ,בית העמק ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,729 ,67 ,120 ,234 ,75 ,67 ,166
573 ,מבקיעים ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,516 ,61 ,79 ,217 ,51 ,59 ,49
574 ,גשר הזיו ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1737 ,78 ,447 ,548 ,333 ,149 ,182
575 ,יסעור ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,913 ,73 ,274 ,278 ,117 ,68 ,103
576 ,כברי ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1212 ,80 ,263 ,377 ,175 ,98 ,219
577 ,יד בנימין ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,4440 ,546 ,1693 ,1476 ,482 ,134 ,109
578 ,סאסא ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,527 ,43 ,64 ,164 ,68 ,47 ,141
579 ,כפר ראש הנקרה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1460 ,78 ,349 ,439 ,255 ,140 ,199
580 ,כרם מהר"ל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1005 ,77 ,254 ,313 ,157 ,76 ,128
582 ,כפר הנגיד ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,1045 ,82 ,184 ,380 ,136 ,105 ,158
584 ,זיקים ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1061 ,98 ,205 ,363 ,142 ,100 ,153
585 ,לביא ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,732 ,67 ,171 ,279 ,64 ,44 ,107
586 ,מגידו ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,966 ,37 ,269 ,273 ,184 ,80 ,123
587 ,סביון ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,5328 ,226 ,1028 ,1471 ,796 ,668 ,1139
588 ,בני ראם ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,1439 ,151 ,380 ,507 ,185 ,92 ,124
589 ,בצת ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,435 ,35 ,87 ,155 ,44 ,39 ,75
590 ,נווה אור ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,487 ,42 ,84 ,169 ,49 ,56 ,87
591 ,עשרת ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,1141 ,39 ,215 ,348 ,175 ,156 ,208
592 ,בני דרום ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,928 ,114 ,320 ,281 ,97 ,38 ,78
593 ,ערוגות ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1007 ,83 ,251 ,317 ,151 ,76 ,129
594 ,צפריה ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1006 ,152 ,315 ,329 ,92 ,17 ,101
595 ,לוחמי הגיטאות ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,853 ,105 ,169 ,325 ,68 ,57 ,129
596 ,מלכיה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,552 ,25 ,104 ,175 ,80 ,52 ,116
597 ,פלמחים ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,856 ,84 ,139 ,315 ,123 ,81 ,114
598 ,בית קמה ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1170 ,76 ,363 ,350 ,228 ,56 ,97
599 ,פרוד ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,674 ,78 ,151 ,215 ,63 ,65 ,102
602 ,נירים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,530 ,37 ,98 ,175 ,53 ,56 ,111
603 ,אלקוש ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,295 ,13 ,36 ,107 ,42 ,38 ,59
604 ,בית עריף ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,1056 ,83 ,222 ,338 ,158 ,130 ,125
605 ,כפר שמאי ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,607 ,77 ,197 ,190 ,42 ,50 ,51
606 ,מזור ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1188 ,75 ,286 ,380 ,180 ,106 ,161
607 ,מירון ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,801 ,97 ,211 ,275 ,74 ,43 ,101
609 ,כפר חושן ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,913 ,86 ,232 ,326 ,97 ,90 ,82
610 ,סתריה ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1134 ,82 ,241 ,376 ,150 ,123 ,162
612 ,צרופה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1052 ,88 ,234 ,391 ,132 ,96 ,111
613 ,ציפורי ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1007 ,90 ,233 ,342 ,141 ,85 ,116
614 ,שומרה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,411 ,35 ,72 ,156 ,45 ,48 ,55
615 ,קדרון ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,1713 ,90 ,439 ,531 ,279 ,141 ,233
616 ,רינתיה ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1060 ,103 ,275 ,325 ,138 ,75 ,144
617 ,ברקאי ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,725 ,36 ,148 ,232 ,100 ,74 ,135
618 ,חדיד ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,971 ,112 ,234 ,307 ,141 ,66 ,111
619 ,בית גוברין ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,453 ,23 ,132 ,130 ,77 ,44 ,47
620 ,משואות יצחק ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,703 ,70 ,178 ,225 ,54 ,49 ,127
622 ,עין צורים ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,747 ,100 ,207 ,261 ,42 ,25 ,112
623 ,יראון ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,491 ,35 ,83 ,170 ,60 ,42 ,101
627 ,ג'לג'וליה ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,10762 ,1184 ,2811 ,4372 ,1122 ,675 ,598
628 ,ג'ת ,32 ,חדרה ,32 ,חדרה ,0 , ,12642 ,1303 ,2884 ,5252 ,1318 ,1021 ,864
633 ,כפר ברא ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,4047 ,478 ,1088 ,1724 ,381 ,221 ,155
634 ,כפר קאסם ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,25018 ,2708 ,6510 ,10567 ,2542 ,1540 ,1151
635 ,מוקייבלה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,4364 ,529 ,1172 ,1817 ,430 ,232 ,184
636 ,צנדלה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1904 ,172 ,455 ,761 ,204 ,160 ,152
637 ,ערערה ,32 ,חדרה ,32 ,חדרה ,0 , ,20713 ,1874 ,5146 ,8389 ,2451 ,1452 ,1401
638 ,קלנסווה ,41 ,השרון ,41 ,נתניה ,0 , ,23916 ,2620 ,6364 ,9928 ,2340 ,1512 ,1152
648 ,מצר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,558 ,37 ,76 ,187 ,62 ,62 ,134
649 ,מייסר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,2134 ,216 ,542 ,891 ,226 ,134 ,125
652 ,אבטין ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,2912 ,288 ,765 ,1159 ,318 ,221 ,161
654 ,כפר קרע ,32 ,חדרה ,32 ,חדרה ,0 , ,19821 ,1907 ,4664 ,8330 ,2177 ,1474 ,1269
658 ,שייח' דנון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,2987 ,280 ,665 ,1320 ,349 ,205 ,168
661 ,שער אפרים ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1928 ,138 ,520 ,620 ,361 ,149 ,140
662 ,חוסן ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,1202 ,115 ,319 ,408 ,142 ,113 ,105
663 ,טירת יהודה ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1285 ,115 ,365 ,432 ,159 ,78 ,136
664 ,כרם בן זמרה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,613 ,68 ,146 ,218 ,49 ,63 ,69
665 ,תקומה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,835 ,93 ,243 ,286 ,87 ,39 ,87
666 ,עומר ,62 ,באר שבע ,62 ,באר שבע ,0 , ,8993 ,463 ,1995 ,2685 ,1223 ,754 ,1873
667 ,ברעם ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,709 ,35 ,137 ,222 ,92 ,68 ,155
668 ,מפלסים ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,918 ,52 ,168 ,333 ,116 ,103 ,146
670 ,משמר איילון ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,613 ,61 ,143 ,212 ,54 ,56 ,87
672 ,בית נקופה ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,723 ,69 ,175 ,232 ,77 ,64 ,106
673 ,כפר טרומן ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,820 ,69 ,171 ,278 ,118 ,90 ,94
674 ,לימן ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,746 ,41 ,175 ,247 ,128 ,55 ,100
675 ,הבונים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,431 ,31 ,88 ,117 ,60 ,33 ,102
676 ,עין השלושה ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,418 ,29 ,61 ,141 ,42 ,47 ,98
677 ,הסוללים ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1055 ,90 ,198 ,355 ,157 ,134 ,121
678 ,מעגן ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,430 ,41 ,60 ,178 ,29 ,45 ,77
679 ,אביאל ,32 ,חדרה ,32 ,חדרה ,45 ,אלונה ,832 ,58 ,251 ,277 ,109 ,61 ,76
680 ,אומץ ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,767 ,54 ,208 ,247 ,123 ,58 ,77
681 ,גבעת שמואל ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,28037 ,2579 ,6591 ,9862 ,3145 ,1908 ,3952
682 ,אליקים ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,882 ,87 ,208 ,289 ,76 ,89 ,133
683 ,גבע כרמל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1096 ,83 ,284 ,361 ,154 ,81 ,133
684 ,היוגב ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,868 ,103 ,187 ,319 ,53 ,59 ,147
685 ,בניה ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,913 ,69 ,224 ,293 ,118 ,74 ,135
686 ,נווה ימין ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1278 ,85 ,237 ,434 ,185 ,133 ,204
687 ,עין איילה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1155 ,74 ,318 ,368 ,203 ,103 ,89
688 ,עלמה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,918 ,95 ,241 ,337 ,111 ,58 ,76
689 ,מגדים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1183 ,86 ,289 ,398 ,172 ,70 ,168
690 ,כפר אחים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,840 ,91 ,203 ,289 ,92 ,61 ,104
692 ,שפיר ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,952 ,116 ,293 ,320 ,97 ,45 ,81
693 ,נתיב הל"ה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,662 ,47 ,119 ,215 ,104 ,80 ,97
694 ,מעגן מיכאל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,2372 ,193 ,413 ,970 ,234 ,196 ,366
695 ,מגן ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,633 ,51 ,106 ,199 ,79 ,56 ,142
696 ,כפר חב"ד ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,7894 ,1127 ,2450 ,2788 ,562 ,387 ,580
697 ,בארותיים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1063 ,68 ,288 ,328 ,193 ,58 ,128
698 ,בורגתה ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1166 ,74 ,259 ,387 ,170 ,111 ,165
699 ,ניר ישראל ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,905 ,73 ,238 ,282 ,129 ,50 ,133
700 ,חצב ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1338 ,120 ,344 ,434 ,179 ,109 ,152
701 ,ארבל ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,744 ,68 ,197 ,247 ,83 ,56 ,93
702 ,האון ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,184 ,10 ,14 ,69 ,23 ,21 ,47
703 ,גבעת עוז ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,537 ,29 ,73 ,153 ,72 ,63 ,147
705 ,נחשונים ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,514 ,46 ,105 ,150 ,76 ,44 ,93
706 ,גיאה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,840 ,72 ,204 ,264 ,106 ,58 ,136
707 ,כפר דניאל ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,720 ,35 ,196 ,204 ,135 ,74 ,76
708 ,עמקה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,863 ,86 ,188 ,304 ,91 ,88 ,106
709 ,תפרח ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,2255 ,342 ,874 ,677 ,129 ,111 ,122
710 ,בית זית ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1611 ,114 ,305 ,558 ,205 ,162 ,267
711 ,עזריה ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1212 ,115 ,308 ,438 ,137 ,88 ,126
712 ,בן עמי ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,797 ,76 ,156 ,279 ,86 ,87 ,113
713 ,רעים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,517 ,42 ,95 ,167 ,70 ,51 ,92
714 ,ארז ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,622 ,50 ,112 ,258 ,60 ,53 ,89
715 ,להבות חביבה ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1007 ,65 ,313 ,285 ,185 ,77 ,82
716 ,אייל ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,582 ,61 ,125 ,206 ,47 ,61 ,82
717 ,חגור ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,1049 ,87 ,232 ,349 ,152 ,90 ,139
718 ,ירחיב ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1141 ,91 ,225 ,417 ,148 ,158 ,102
719 ,תל קציר ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,506 ,55 ,104 ,185 ,41 ,32 ,89
720 ,ניר גלים ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,1215 ,123 ,444 ,397 ,104 ,58 ,89
721 ,שדה אילן ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,719 ,86 ,233 ,229 ,55 ,27 ,89
722 ,מגשימים ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,953 ,64 ,187 ,306 ,136 ,90 ,170
723 ,בית הגדי ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,889 ,88 ,217 ,325 ,80 ,82 ,97
726 ,הודיה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,806 ,79 ,200 ,243 ,104 ,44 ,136
727 ,תלמי יחיאל ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,914 ,76 ,205 ,343 ,102 ,84 ,104
729 ,משמר השבעה ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,989 ,79 ,194 ,321 ,139 ,84 ,172
730 ,אליפלט ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,660 ,65 ,131 ,240 ,63 ,74 ,87
731 ,מישר ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,697 ,43 ,187 ,213 ,91 ,52 ,111
732 ,משמר הירדן ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,837 ,84 ,194 ,305 ,92 ,74 ,88
734 ,גן יאשיה ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,944 ,59 ,229 ,306 ,143 ,110 ,97
735 ,רמות מאיר ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,789 ,51 ,185 ,234 ,129 ,77 ,113
736 ,גילת ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,1612 ,155 ,388 ,595 ,200 ,113 ,161
737 ,עולש ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1158 ,115 ,266 ,396 ,157 ,115 ,109
738 ,דור ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,414 ,64 ,60 ,156 ,28 ,56 ,50
739 ,שדה עוזיהו ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1566 ,167 ,391 ,560 ,163 ,150 ,135
740 ,אשתאול ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1177 ,118 ,303 ,418 ,125 ,86 ,127
741 ,שואבה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,642 ,42 ,129 ,199 ,92 ,69 ,111
742 ,מסילת ציון ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1031 ,95 ,226 ,370 ,138 ,101 ,101
743 ,כפר שמואל ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,928 ,82 ,247 ,303 ,133 ,58 ,105
744 ,תלמי יפה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,711 ,35 ,159 ,244 ,131 ,73 ,69
745 ,גמזו ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,1169 ,136 ,355 ,389 ,117 ,59 ,113
746 ,ברכיה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1248 ,145 ,325 ,433 ,124 ,95 ,126
747 ,בית שקמה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,865 ,95 ,193 ,311 ,85 ,66 ,115
748 ,מסלול ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,775 ,68 ,194 ,273 ,121 ,57 ,62
749 ,פטיש ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,994 ,109 ,220 ,375 ,93 ,85 ,112
750 ,פדויים ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,472 ,37 ,97 ,178 ,59 ,41 ,60
751 ,בית מאיר ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,556 ,75 ,111 ,214 ,47 ,42 ,67
752 ,תעוז ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,651 ,75 ,145 ,214 ,73 ,44 ,100
753 ,ינוב ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,864 ,70 ,171 ,292 ,104 ,87 ,140
755 ,גורן ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,432 ,37 ,66 ,150 ,49 ,63 ,67
756 ,בית עזרא ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1148 ,86 ,226 ,404 ,155 ,133 ,144
757 ,מצליח ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1360 ,142 ,258 ,497 ,141 ,136 ,186
758 ,יד חנה ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,998 ,79 ,328 ,318 ,143 ,38 ,92
759 ,יציץ ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,818 ,70 ,167 ,297 ,85 ,92 ,107
760 ,בן זכאי ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,917 ,97 ,220 ,321 ,118 ,76 ,85
761 ,שובה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,778 ,115 ,241 ,256 ,62 ,41 ,63
762 ,בטחה ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,857 ,62 ,192 ,301 ,122 ,89 ,91
763 ,שתולים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,2018 ,163 ,440 ,747 ,251 ,236 ,181
764 ,כפר מרדכי ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,710 ,49 ,189 ,216 ,92 ,55 ,109
765 ,משגב דב ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,744 ,50 ,194 ,229 ,122 ,53 ,96
766 ,קוממיות ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,492 ,64 ,176 ,126 ,26 ,34 ,66
767 ,פורת ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1335 ,120 ,318 ,480 ,155 ,149 ,113
768 ,כרמיה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,702 ,68 ,170 ,253 ,81 ,42 ,88
769 ,ניר עציון ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,702 ,110 ,166 ,268 ,47 ,47 ,64
771 ,מבוא ביתר ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1040 ,90 ,313 ,311 ,130 ,71 ,125
772 ,אמונים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1000 ,77 ,211 ,346 ,135 ,98 ,133
773 ,עמיקם ,32 ,חדרה ,32 ,חדרה ,45 ,אלונה ,783 ,57 ,173 ,292 ,118 ,74 ,69
774 ,צוריאל ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,429 ,50 ,75 ,166 ,45 ,44 ,49
775 ,יד נתן ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,621 ,43 ,149 ,215 ,75 ,52 ,87
776 ,מחסיה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,497 ,59 ,122 ,180 ,39 ,37 ,60
777 ,נחשון ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,682 ,53 ,129 ,217 ,77 ,74 ,132
778 ,תרום ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,948 ,91 ,275 ,329 ,108 ,64 ,81
779 ,עמינדב ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,920 ,105 ,176 ,302 ,127 ,70 ,140
780 ,אורה ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1177 ,110 ,234 ,455 ,140 ,120 ,118
783 ,אבן ספיר ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,700 ,62 ,131 ,242 ,84 ,77 ,104
784 ,בית נחמיה ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,879 ,65 ,178 ,283 ,138 ,102 ,113
785 ,אחיהוד ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,991 ,98 ,214 ,367 ,124 ,83 ,105
786 ,כפר זיתים ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,703 ,68 ,159 ,252 ,61 ,80 ,83
787 ,גבעת יערים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1287 ,113 ,251 ,474 ,153 ,139 ,157
788 ,זיתן ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1136 ,96 ,233 ,430 ,123 ,105 ,149
789 ,רנן ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,694 ,73 ,157 ,259 ,76 ,47 ,82
791 ,משען ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1039 ,93 ,236 ,352 ,126 ,107 ,125
792 ,נתיב השיירה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,549 ,40 ,105 ,189 ,59 ,53 ,103
793 ,גבעתי ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1016 ,110 ,240 ,357 ,104 ,85 ,120
794 ,עגור ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,492 ,52 ,128 ,165 ,56 ,37 ,54
